year,iso,aco,ch,che,cheb,chech,chee,chefs,chenfd,cmp,dcsfd,dd1,dvc,dvp,dvpdp,dvt,emp,fca,icapt,lco,opprft,pi,revt,foreign,firms
2018,CIV,3486.811291666667,18687.85083870968,8164.607583333332,-5312.237157894737,-2557.94055,-7269.437684210528,58479.57142857143,,,,1609.434,4584.198333333333,,,4584.198333333333,1.442266666666667,-10.94195833333333,56762.87441935484,28332.4867826087,,6901.558225806452,114596.349,1,31
2019,CIV,1980.834652173913,22135.16893333333,7098.742086956523,-5436.931578947369,1863.45785,-3764.34447368421,73141.71428571429,,,,7004.07409090909,5640.842250000001,,,5640.842250000001,3.233125,-51.13665217391304,60601.8999,50439.99,,7045.409533333335,116140.4115666667,1,30
2020,CIV,1580.747913043479,34230.80251612904,9834.32825,-3729.621055555556,5569.889368421052,2462.206611111111,118393.5714285714,,,,20374.05741666667,4489.292285714286,,,4489.292285714286,3.330125,14.82547826086956,60885.72541935484,43208.65012500001,,10221.357,102752.9091612903,1,31
2021,CIV,18366.28985714286,57890.49793103449,21762.06545454546,8334.5110625,7118.559411764706,16506.043,171437,,,,18889.51518181818,17539.988,,,17539.988,1.9522,-4.964999999999998,99592.67555172414,57397.26527272728,,23839.12120689655,154123.563,1,29
2022,CIV,21653.3832,55724.4284,22030.24383333334,14388.74847058823,5119.014833333334,19110.41117647059,190501.1666666667,,,,15736.9637,27995.66425,,,27995.66425,5.045,-82.14421052631579,108727.2855666666,80587.96886956523,,23914.08126666666,175877.5188666667,1,30
2023,CIV,36888.85106666666,52678.11016666667,20100.79586956522,16860.54870588236,-5312.474611111112,11461.63435294118,159717.8571428571,,,,26961.08266666667,19451.86377777778,,,19451.86377777778,4.611800000000001,-159.2702,131172.9408333333,76380.13072727273,,28262.48626666667,186855.0325333333,1,30
2024,CIV,44981.49650000001,60595.46259259259,33222.5745,12042.33475,12316.60388235294,22548.539,139374.4285714286,,,,32814.8545,17862.69944444444,,,17862.69944444444,2.6533,-50.02275,132903.7722592592,93536.50655000001,,32388.10214814814,207476.2835555555,1,27
2025,CIV,144631.3462857143,60084.717125,23453.12283333333,25394.18644444444,-6039.24311111111,19354.94322222222,169979.5,,,,12846.516,35171.67128571429,,,35171.67128571429,100,-200,174699.88825,132318.2460833333,,42710.0060625,257924.5995,1,16
1991,COL,634.771,4079.808399999999,8514.982199999999,,,,,,,,33.9075,4791.213666666667,,,4791.213666666667,2.4345,112.2676,61914.6292,3076.4425,,10906.4804,76213.22099999999,1,5
1992,COL,785.3051666666665,3382.668333333333,7844.831833333334,,,,,,,,38.534,6129.928333333333,,,6129.928333333333,1.81,439.3333333333333,173747.157,7838.516666666666,,18050.81083333333,95131.81716666666,1,6
1993,COL,1458.2395,4097.100333333333,12040.18033333333,,,,,,,,39.683,7841.786,,,7841.786,1.737666666666667,896.5743333333334,296314.6571666666,10221.848,,22410.65833333334,128759.9961666667,1,6
1994,COL,2495.881285714286,4926.124000000001,20598.34742857143,5189,39043,44232,,2486.069333333333,,0,10783,9399.242,,,9399.242,2.100333333333333,497.0927142857143,495430.0710000001,22037.05166666667,,43913.15171428572,155224.3144285714,1,7
1995,COL,4499.7324,22223.55866666667,48634.66786666667,22522.5,10155,32677.5,,-59.0455,,,16565.8475,9282.374400000001,,,9282.374400000001,1.419666666666667,-8045.428571428572,583287.7730666667,23943.655,,33850.4006,286145.3074666666,1,15
1996,COL,3680.133599999999,17018.28265,48611.79810000001,13418.445,-3772.194285714285,9646.250714285716,,450.091,,,10160.975,13171.57175,,,13171.57175,.9770000000000001,54.78094736842105,586476.4309000002,23421.5185882353,,30967.0724,273839.7977000001,1,20
1997,COL,6464.66396,47939.20406451613,29365.57653846153,24544.5063,18487.94818181818,39424.3493,109.29,4583.617,0,0,43238.46476470588,481796.4854285714,0,0,481796.4854285714,4.579500000000001,101.7528148148149,582799.0786451612,34268.01268,,34353.19041935484,392443.4443225807,1,31
1998,COL,6050.986130434783,57235.38155172413,31083.7397826087,48230.77542857143,-15474.8534,34818.71821428571,246.64,3005,0,0,57774.86930769231,27156.59971428571,0,0,27156.59971428571,5.645875,-556.6924999999999,810075.1224482759,37186.03114285714,,25055.68851724138,530327.594862069,1,29
1999,COL,4378.724913043478,48401.68596666666,63030.71704166667,40329.8705,51236.39592307693,66756.96608333333,68450.4195,55,0,1831,54768.4163,6487.1714,0,0,6487.1714,5.255800000000001,8942.872576923077,802715.7862666666,44737.99386363635,,-10047.65913333333,506196.7655,1,30
2000,COL,5329.924240000001,83259.732,71469.69384615385,82585.62976923076,5672.953642857143,95645.81061538462,107.3,,0,,59521.26166666667,11991.52733333333,0,0,11991.52733333333,5.3949,-3428.257172413793,953801.3393333333,70572.11876,,39547.23133333334,617160.9909696969,1,33
2001,COL,12248.59765217392,73740.92484374999,65472.95430434783,113797.7270833333,-15677.62892307692,95175.46241666668,48147.9075,,0,,77465.86045454546,19340.8,0,0,19340.8,3.879,154.3832222222222,1005026.22134375,91063.67286956521,,66390.57440625,636098.6197812499,1,32
2002,COL,37138.59711111111,71493.75719444445,107846.1631851852,77536.26972222222,32419.18511111111,109955.4548333333,78564.51150000001,,0,,71726.88269230768,20673.3,0,0,16538.64,4.429090909090909,-4053.707548387097,1358468.141722222,189843.2183333334,,121183.2769166667,925098.68025,1,36
2003,COL,37714.30658620689,142405.8946410256,155606.3080689655,114395.7413157895,16740.91055,132186.8838421053,700080.5883333334,,0,,77626.6416111111,36281.00019999999,0,0,56377.66683333333,2.457111111111111,2438.105705882353,1546228.117461538,195851.3337586207,,176505.1286410256,1072362.563794872,1,39
2004,COL,58316.39400000001,80952.41134999998,161351.8057931034,132361.9648421053,26712.4483,160474.0838947368,105028.528,,0,,33377.4118,148990.2889,0,0,99326.85926666667,2.928272727272727,-6675.554028571429,1649121.105925,185921.9329655173,,190195.954075,1114300.24575,1,40
2005,COL,22863.4821,164508.5502666667,247116.9464,161412.8635,33310.89172222222,194723.7552222222,653404.9979999999,,3500,,140795.2866,68558.37692307692,0,0,49514.38333333333,2.84625,1159.397282051282,2321947.026044444,206868.8891,,264384.8000444445,1309467.560355555,1,45
